time,frequency
1512454125.16,18.4098143681
1512454139.87,21.1917769968
1512454143.35,21.2051518172
1512454164.99,17.6073251483
1512454180.1,21.7936439117
1512454183.33,20.4026625973
1512454161.32,17.433452484
1512454215.28,17.4355123377
1512454234.01,20.5044210861
1512454230.41,21.3658691558
1512454256.0,16.3721623766
1512454414.81,20.7529849541
1512454454.82,22.1468750336
1512454435.67,17.1141982202
1512454474.91,17.1875608559
1512454494.72,20.4888794653
1512454526.0,17.2755960189
1512454544.39,20.4742069382
1512454565.53,17.0555081116
1512454741.15,22.4164363271
1512454723.91,16.9977458609
1512454761.75,16.6220499886
1512454781.95,20.7258049017
1512454783.95,21.7517436299
1512454822.13,21.191925811
1512454861.53,20.3372481788
1512454901.56,20.2945142972
1512454940.07,20.3942266876
1512455011.28,20.4856139269
1512455051.97,20.3767081955
1512455033.73,18.3483389486
1512455073.35,18.2666596501
1512455091.36,20.907623636
1512455111.2,18.2802728665
1512455127.46,20.5691464161
1512455129.89,22.4887614702
1512455149.6,17.9243434527
1512455165.0,20.7113401238
1512455167.92,22.3181290209
1512455187.68,17.8105884865
1512455202.91,21.6640379655
1512455207.05,20.2705396299
1512455226.87,16.3744320386
1512455331.47,17.0600936331
1512455335.11,16.4959154727
1512455350.39,21.7394536691
1512455353.8,20.1132930892
1512455371.42,17.2924022874
1512455374.95,16.4627285221
1512455390.34,20.6442842989
1512455393.56,19.449554077
1571122805.41,21.6832672863
1571122823.42,16.5563592334
1571122826.2,17.9960067669
1571122842.86,21.5951256005
1571122845.37,22.1974271197
1571122865.05,16.8648551334
1571122868.02,16.4682175477
1571122883.94,20.8899921148
1571122886.68,21.5363644767
1571122905.99,17.4870939242
1571122909.09,18.1074220733
1571122926.27,20.6714450895
1571122929.2,21.2366329587
1571122947.04,18.0247116534
1571122949.75,20.6438749495
1571123039.89,17.9266191128
1571123043.01,17.6733669454
1571123060.43,20.6081126503
1571123063.6,20.3846548555
1571123080.91,16.302825804
1571123083.98,16.4964892261
1571123100.49,21.7402988105
1571123103.86,20.1462998744
1571123121.13,16.8391245115
1571123123.79,19.803664589
1571123141.81,22.3278615553
1571123145.21,19.8100301619
1571123162.93,17.2921987686
1571123165.88,19.6636446158
1571123181.99,22.8841266305
1571123184.99,20.1028012542
1571123204.55,16.4285240464
1571123207.6,16.6481023656
1571123224.31,21.6984037069
1571123227.61,21.3909940601
1571123242.88,16.6862149805
1571123246.24,16.4124791819
1571123260.87,22.6475723727
1571123264.11,21.5830442669
1571123282.06,17.4770072877
1571123284.89,18.4959127603
1571123302.56,21.3397235571
1571123305.75,20.4424784394
1571123322.31,17.4517906962
1571123325.31,17.8017193957
1571123341.49,19.8694798926
1571123344.46,20.6170548415
1571123361.35,16.5610630975
1571123363.78,17.5154140961
1571123380.03,21.1419478908
1571123383.03,20.4739021918
1571123420.03,20.6937612206
1571123423.19,20.5306368828
1571123441.56,18.7852064686
1571123444.81,17.0234636207
1571123460.81,22.4718165024
1571123463.87,21.0852596313
1571123482.97,18.6710194322
1571123485.83,18.540519962
1571123503.4,21.1668218002
1571123506.56,20.8242606908
1571123524.37,16.7658549518
1571123527.45,17.2588964285
1571123544.91,21.3812709975
1571123547.95,19.7925817948
1571123568.86,17.0260712867
1571123572.39,16.3139002648
1571123588.47,21.3812709975
1571123591.35,23.9697387501
1571123611.72,18.5733527091
1571123614.92,17.4819848571
1571123631.45,20.1594739874
1571123634.25,23.6372995427
1571123653.53,16.4051685764
1571123656.66,16.5943390041
1571123672.17,20.7124336992
1571123675.58,20.7560884132
1571123774.56,18.5594950888
1571123771.68,16.9800504138
1571123791.57,20.4935089765
1571123794.64,20.4451586293
1571123812.08,16.9155832842
1571123815.11,16.8511161546
1571123832.55,20.4612754117
1571123835.67,21.9279026099
1571123853.35,17.0767511081
1571123856.57,17.1089846729
1571123872.46,20.5246297741
1571123875.75,20.5984881699
1571123894.59,18.3531929371
1571123897.62,16.3147012127
1571123914.95,20.7757483198
1571123918.02,20.7314332823
1571123934.76,17.4225771499
1571123937.97,16.2112994585
1571123954.61,20.7503656104
1571123957.62,20.847775541
1571123977.54,18.704757067
1571123980.64,16.3530030273
1571123996.73,20.1659060266
1571124018.9,16.705600441
1571124021.85,16.6587908484
1571124037.15,20.590796625
1571124040.15,21.3085437112
1571124059.81,16.5807748608
1571124062.86,17.033267589
1571124078.72,21.1993213285
1571124081.77,20.3255422671
1571124101.42,16.5495684657
1571124120.09,20.7395726854
1571124123.34,21.3241790078
1571124140.43,16.3712643322
1571124160.02,21.4053743304
1571124162.95,20.9506805241
1571124181.06,16.6310893644
1571124200.66,21.5995522105
1571124204.02,21.8535810706
1571124221.42,16.8776039886
1571124239.83,21.8236953223
1571124242.89,20.165036295
1571124262.36,17.0569184781
1571124282.32,20.5087223998
1571124285.68,21.6294379588
1571124323.28,20.5398095698
1571124303.46,17.457640017
1571124306.48,18.5617007524
1571124343.83,16.8902754725
1571124347.54,17.6723184934
1571124363.55,20.5551437467
1571124367.22,20.9845006993
1571124384.69,16.2309058667
1571124387.38,18.0863412691
1571124494.79,18.4602493979
1571124514.83,20.1460550541
1571124518.1,20.3890540677
1571124556.84,21.5584868202
1571124578.99,18.1413131927
1571124537.45,16.349195468
1571124618.76,16.6334552064
1571124638.61,20.602187186
1571124662.46,16.8381913799
1571124682.42,19.8619871739
1571124704.55,18.239846722
1571124723.94,20.5218413222
1571124745.98,16.8738714438
1571124765.27,20.4775339957
1571124786.87,16.7409494644
1571124807.09,20.0639989488
1571124829.35,16.5859007073
1571124849.66,22.9376929202
1571124873.78,16.7027152768
1571124893.42,24.2226531839
1571124915.07,17.0239553427
1571124936.14,22.1312440153
1571124960.4,17.1778569846
1571124980.26,21.8602380379
1571125004.72,16.4100067154
1571125022.81,21.4386731842
1571125064.02,20.1739368013
1571125043.3,17.7991214589
1571125084.32,18.9713059548
1571125104.15,20.2196063271
1574484620.0,21.2244710615
1574484617.15,18.2841070605
1574484637.95,20.2392182026
1574484643.0,16.7446494684
1574484658.86,19.0230467048
1574484662.63,22.7947178055
1574484678.55,19.9775104119
1574484681.5,20.346980234
1574484685.99,16.5137308296
1574484699.05,18.3610799401
1574484705.98,21.1167090301
1574484702.41,17.3604325052
1574484719.09,20.2292912915
1574484722.27,20.2704421772
1574484727.74,16.6903151268
1574484739.95,17.2938614495
1574484743.18,17.7328042296
1574484759.32,20.517347491
1574484762.55,20.2978761009
1574484780.28,17.4858989158
1574484800.44,20.517347491
1574484814.6,16.79161341
1574484820.49,16.8680928737
1574484834.43,20.9062085578
1574484840.7,20.003750886
1574484855.9,16.4703996624
1574484862.11,17.1281230504
1574484875.6,21.7474826586
1574484881.56,21.487452482
1574484902.97,17.7093669746
1574484923.05,20.7532496303
1574484945.23,17.819565247
1574484948.45,17.3178846359
1574484965.01,21.1306572807
1574484967.96,20.3996369615
1574484988.16,17.2748834406
1574484991.48,17.1888810501
1574485008.25,21.4746668426
1574485011.95,20.485639352
1574485029.98,17.1028786596
1574485033.57,17.1602135866
1574485049.47,20.6620262829
1574485052.9,21.4672810234
1574485065.82,17.5215327949
1574485072.06,17.0920636
1574485085.31,22.1651684652
1574485092.7,20.4607125978
1574485095.46,20.3265034744
1574485103.37,16.541806194
1574485106.23,17.1994308987
1574485113.14,17.6691628307
1574485123.39,21.9638547801
1574485127.06,20.9707072668
1574485132.63,20.9304445298
1574485135.06,22.6080585725
1574485147.24,20.6386167826
1574485144.18,21.9974841572
1574485153.23,16.8151370128
1574485164.42,21.1182170324
1574485167.28,20.5053944909
1574485173.29,20.9716725116
1574485184.01,20.1590165327
1574485186.97,20.4654278034
1574485175.91,22.6502733861
1603504812.27,20.2865033978
1603504817.11,21.3683718258
1603504820.5,22.4325047058
1603504827.79,24.5252993698
1603504847.08,20.7476276458
1603504868.16,17.1650469498
1603504872.0,17.2714602378
1603504885.23,20.8895120298
1603504893.35,21.0491319618
1603504899.08,16.8430628692
1603504905.58,17.969390002
1603504911.31,16.8777190887
1603504916.51,17.2242812834
1603504918.62,23.4797288978
1603504926.73,18.229311648
1603504942.54,22.8905731668
1603504941.24,16.6524536621
1603504948.0,16.860390979
1603504953.52,22.9945418252
1603504960.5,22.6479796305
1603504969.05,20.1007474994
1603504987.67,22.613323411
1603504982.42,16.3232195772
1603504975.6,22.8212607278
1603504996.85,16.7907909365
1603505002.76,22.2067239896
1603505022.42,16.8849810766
1603505030.6,16.8692827199
1603505042.16,22.4265009831
