duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold
0.64,1444097584.8,2015-10-06T02:13:04.800000Z,6.03718526941,30.1859263471,1444097584.4,2015-10-06T02:13:04.400000Z,1444097584.16,2015-10-06T02:13:04.160000Z,,,,,,,,,0.5
0.6,1444097594.2,2015-10-06T02:13:14.200000Z,5.28316721586,26.4158360793,1444097593.88,2015-10-06T02:13:13.880000Z,1444097593.6,2015-10-06T02:13:13.600000Z,,,,,,,,,0.5
0.56,1444097600.56,2015-10-06T02:13:20.560000Z,7.99998823914,39.9999411957,1444097600.32,2015-10-06T02:13:20.320000Z,1444097600.0,2015-10-06T02:13:20.000000Z,,,,,,,,,0.5
0.6,1444097606.32,2015-10-06T02:13:26.320000Z,196.899647122,984.498235608,1444097606.08,2015-10-06T02:13:26.080000Z,1444097605.72,2015-10-06T02:13:25.720000Z,,,,,,,,,0.5
0.44,1444097616.44,2015-10-06T02:13:36.440000Z,5.43903013513,27.1951506757,1444097616.24,2015-10-06T02:13:36.240000Z,1444097616.0,2015-10-06T02:13:36.000000Z,,,,,,,,,0.5
0.72,1444097624.16,2015-10-06T02:13:44.160000Z,455.059109366,2275.29554683,1444097623.76,2015-10-06T02:13:43.760000Z,1444097623.44,2015-10-06T02:13:43.440000Z,,,,,,,,,0.5
0.56,1444097632.44,2015-10-06T02:13:52.440000Z,5.39206653381,26.960332669,1444097632.2,2015-10-06T02:13:52.200000Z,1444097631.88,2015-10-06T02:13:51.880000Z,,,,,,,,,0.5
0.4,1444097637.64,2015-10-06T02:13:57.640000Z,1.53421627571,7.67108137856,1444097637.44,2015-10-06T02:13:57.440000Z,1444097637.24,2015-10-06T02:13:57.240000Z,,,,,,,,,0.5
0.72,1444097644.48,2015-10-06T02:14:04.480000Z,207.301691936,1036.50845968,1444097644.24,2015-10-06T02:14:04.240000Z,1444097643.76,2015-10-06T02:14:03.760000Z,,,,,,,,,0.5
0.56,1444097652.16,2015-10-06T02:14:12.160000Z,7.14153315738,35.7076657869,1444097651.96,2015-10-06T02:14:11.960000Z,1444097651.6,2015-10-06T02:14:11.600000Z,,,,,,,,,0.5
0.56,1444097661.96,2015-10-06T02:14:21.960000Z,744.951844646,3724.75922323,1444097661.68,2015-10-06T02:14:21.680000Z,1444097661.4,2015-10-06T02:14:21.400000Z,,,,,,,,,0.5
